,sex,xDAI_blockchain_address,trt_label,area_name,gender,biz_type,days_enrolled_0,days_active_0,bal_0,bal_1,bal_2,bal_3,bal_4,bal_5,svol_in_0,svol_in_1,svol_in_2,svol_in_3,svol_in_4,svol_in_5,svol_out_0,svol_out_1,svol_out_2,svol_out_3,svol_out_4,svol_out_5,stxns_in_0,stxns_in_1,stxns_in_2,stxns_in_3,stxns_in_4,stxns_in_5,stxns_out_0,stxns_out_1,stxns_out_2,stxns_out_3,stxns_out_4,stxns_out_5,sunique_in_0,sunique_in_1,sunique_in_2,sunique_in_3,sunique_in_4,sunique_in_5,sunique_out_0,sunique_out_1,sunique_out_2,sunique_out_3,sunique_out_4,sunique_out_5,otxns_in_0,otxns_in_1,otxns_in_2,otxns_in_3,otxns_in_4,otxns_in_5,otxns_out_0,otxns_out_1,otxns_out_2,otxns_out_3,otxns_out_4,otxns_out_5,ovol_in_0,ovol_in_1,ovol_in_2,ovol_in_3,ovol_in_4,ovol_in_5,ovol_out_0,ovol_out_1,ovol_out_2,ovol_out_3,ovol_out_4,ovol_out_5,females_sold_to_0,females_sold_to_1,females_sold_to_2,females_sold_to_3,females_sold_to_4,females_sold_to_5,females_bought_from_0,females_bought_from_1,females_bought_from_2,females_bought_from_3,females_bought_from_4,females_bought_from_5,males_sold_to_0,males_sold_to_1,males_sold_to_2,males_sold_to_3,males_sold_to_4,males_sold_to_5,males_bought_from_0,males_bought_from_1,males_bought_from_2,males_bought_from_3,males_bought_from_4,males_bought_from_5,fem_support_0,fem_support_1,fem_support_2,fem_support_3,fem_support_4,fem_support_5,food_water_vol_0,food_water_vol_1,food_water_vol_2,food_water_vol_3,food_water_vol_4,food_water_vol_5,labour_vol_0,labour_vol_1,labour_vol_2,labour_vol_3,labour_vol_4,labour_vol_5,health_vol_0,health_vol_1,health_vol_2,health_vol_3,health_vol_4,health_vol_5,savings_vol_0,savings_vol_1,savings_vol_2,savings_vol_3,savings_vol_4,savings_vol_5,shop_vol_0,shop_vol_1,shop_vol_2,shop_vol_3,shop_vol_4,shop_vol_5,education_vol_0,education_vol_1,education_vol_2,education_vol_3,education_vol_4,education_vol_5,food_water_n_0,food_water_n_1,food_water_n_2,food_water_n_3,food_water_n_4,food_water_n_5,labour_n_0,labour_n_1,labour_n_2,labour_n_3,labour_n_4,labour_n_5,health_n_0,health_n_1,health_n_2,health_n_3,health_n_4,health_n_5,savings_n_0,savings_n_1,savings_n_2,savings_n_3,savings_n_4,savings_n_5,shop_n_0,shop_n_1,shop_n_2,shop_n_3,shop_n_4,shop_n_5,education_n_0,education_n_1,education_n_2,education_n_3,education_n_4,education_n_5,transport_n_0,transport_n_1,transport_n_2,transport_n_3,transport_n_4,transport_n_5,energy_n_0,energy_n_1,energy_n_2,energy_n_3,energy_n_4,energy_n_5,environment_n_0,environment_n_1,environment_n_2,environment_n_3,environment_n_4,environment_n_5,other_n_0,other_n_1,other_n_2,other_n_3,other_n_4,other_n_5
3416,1,0xb8482ad095a4d7D7bCB9aAd8902146a32D91EFF6,0,Kwale,female,Health,491,411,7329.584428223844,7387.459854014598,7883.128953771288,7883.907542579074,7887.8004866180045,8433.055961070559,7151.8004866180045,7201.435523114355,7695.596107055961,7695.596107055961,7697.0559610705595,8240.364963503649,7007.323600973235,7335.304136253041,7362.554744525547,7367.420924574209,7744.549878345499,7840.656934306569,383,390,395,395,397,413,140,154,156,157,158,182,187,187,187,187,187,187,37,40,40,40,40,42,31,36,37,38,40,44,1,2,2,2,2,3,177.7839416058394,186.02433090024329,187.53284671532845,188.31143552311434,190.74452554744525,192.69099756690994,1.2652068126520681,1.508515815085158,1.508515815085158,1.508515815085158,1.508515815085158,13.309002433090024,120,132,134,135,136,155,273,278,280,280,282,295,13,14,14,14,14,19,87,89,91,91,91,94,5497.080291970803,5497.931873479319,5984.793187347932,5984.793187347932,5986.25304136253,6528.1021897810215,279.4403892944039,279.68369829683695,279.68369829683695,279.68369829683695,279.68369829683695,280.5352798053528,812.7980535279805,837.3722627737226,840.2919708029196,840.2919708029196,840.2919708029196,841.1435523114355,24.817518248175183,24.817518248175183,24.817518248175183,24.817518248175183,24.817518248175183,25.30413625304136,5280.291970802919,5558.637469586374,5582.968369829683,5587.834549878346,5964.963503649635,6058.8807785888075,122.26277372262773,122.26277372262773,122.26277372262773,122.26277372262773,122.26277372262773,122.26277372262773,0.0,0.0,0.0,0.0,0.0,0.0,14,15,15,15,15,21,37,40,41,41,41,46,2,2,2,2,2,3,74,79,80,81,82,94,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
3422,1,0x613C642984b1D504D65C94DE09FeeE21FA9630e9,1,Kwale,female,Food/Water,491,408,750.4792805165212,1622.036458132093,1656.5376746771053,2144.007261051801,2146.440351076132,2345.953733071266,709.7323600973235,1578.2238442822384,1583.0900243309002,2069.70802919708,2070.9245742092457,2269.9513381995134,748.5401459854014,1618.1265206812652,1642.457420924574,1652.1897810218977,2140.948905109489,2142.4087591240877,62,68,70,71,72,74,52,56,59,60,62,64,25,27,27,27,27,27,4,4,4,4,4,4,21,22,26,27,28,29,0,1,1,1,1,2,40.746920419197636,43.81261384985457,73.44765034620492,74.29923185472074,75.5157768668862,76.00239487175237,0.0,3.0413625304136254,3.0413625304136254,3.0413625304136254,3.0413625304136254,7.08029197080292,52,56,59,60,62,64,48,54,56,57,58,60,0,0,0,0,0,0,11,11,11,11,11,11,650.2919708029196,1518.7834549878346,1523.6496350364962,2010.2676399026764,2011.4841849148418,2210.510948905109,0.121654501216545,0.121654501216545,2.554744525547445,2.554744525547445,2.554744525547445,2.554744525547445,2.4330900243309004,2.4330900243309004,2.4330900243309004,2.4330900243309004,2.4330900243309004,2.4330900243309004,20.68126520681265,20.68126520681265,23.114355231143552,23.114355231143552,23.114355231143552,23.114355231143552,725.3041362530413,1594.890510948905,1614.3552311435521,1624.0875912408758,2112.846715328467,2114.306569343066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,2,2,1,1,1,1,1,1,7,7,8,8,8,8,43,47,48,49,51,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3423,1,0xe7b1c683fBd0718F3bF6CF33E7A2B9517c954992,0,Kwale,female,Fuel/Energy,491,394,2825.703594281669,2832.9055407536885,3076.4578521892117,3076.8471465931048,3078.06369160527,3313.100187955635,2694.554501216545,2699.420681265207,2942.9729927007297,2942.9729927007297,2942.9729927007297,3177.522871046229,2652.116788321168,2830.3406326034064,3073.6496350364964,3073.6496350364964,3073.6496350364964,3073.6496350364964,187,188,190,190,190,196,112,115,116,116,116,116,110,110,111,111,111,111,25,25,25,25,25,25,24,26,26,27,28,29,1,1,1,1,1,2,131.14909306512433,133.484859488482,133.484859488482,133.87415389237495,135.0906989045404,135.57731690940656,2.18978102189781,2.18978102189781,2.18978102189781,2.18978102189781,2.18978102189781,6.934306569343065,103,106,107,107,107,107,133,134,136,136,136,142,7,7,7,7,7,7,27,27,27,27,27,27,2169.907299270073,2174.7734793187346,2418.325790754258,2418.325790754258,2418.325790754258,2652.8756690997566,174.98783454987833,174.98783454987833,174.98783454987833,174.98783454987833,174.98783454987833,174.98783454987833,129.1484184914842,129.1484184914842,129.1484184914842,129.1484184914842,129.1484184914842,129.1484184914842,390.5109489051095,390.63260340632604,390.63260340632604,390.63260340632604,390.63260340632604,390.63260340632604,1953.5766423357663,2131.6788321167883,2374.9878345498782,2374.9878345498782,2374.9878345498782,2374.9878345498782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,18,18,18,18,18,20,20,20,20,20,20,12,13,13,13,13,13,61,63,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3444,1,0xe93514dd414265F4807d13ECcF9fb5a40C66eEf4,1,Kwale,female,Food/Water,490,372,376.47975694058493,378.91284696491584,408.10992725688664,408.10992725688664,409.3264722690521,413.4627253104146,287.66423357664235,287.66423357664235,287.66423357664235,287.66423357664235,287.66423357664235,290.34063260340633,375.4257907542579,377.37226277372264,377.37226277372264,377.37226277372264,377.37226277372264,377.37226277372264,80,80,80,80,80,83,66,67,67,67,67,67,36,36,36,36,36,36,32,33,33,33,33,33,15,16,19,19,20,23,1,1,1,1,1,2,88.81552336394257,91.24861338827347,120.44569368024428,120.44569368024428,121.66223869240973,123.12209270700826,1.0462287104622872,1.0462287104622872,1.0462287104622872,1.0462287104622872,1.0462287104622872,1.727493917274939,55,56,56,56,56,56,58,58,58,58,58,58,10,10,10,10,10,10,21,21,21,21,21,24,240.24330900243308,240.24330900243308,240.24330900243308,240.24330900243308,240.24330900243308,240.24330900243308,20.072992700729927,22.019464720194648,22.019464720194648,22.019464720194648,22.019464720194648,22.019464720194648,183.57664233576642,183.57664233576642,183.57664233576642,183.57664233576642,183.57664233576642,183.57664233576642,82.36009732360097,82.36009732360097,82.36009732360097,82.36009732360097,82.36009732360097,82.36009732360097,89.29440389294403,89.29440389294403,89.29440389294403,89.29440389294403,89.29440389294403,89.29440389294403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,9,9,9,9,9,35,35,35,35,35,35,17,17,17,17,17,17,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3482,1,0xCFd5D1450E9c5FBDd81a0c8dDD7BA4419c6A6d30,0,Kwale,female,Food/Water,490,401,1091.1407756191531,1156.2305566410505,1156.2305566410505,1156.2305566410505,1431.1697293904422,2089.563889974384,1007.639902676399,1067.250608272506,1067.250608272506,1067.250608272506,1340.9732360097323,1997.4209245742093,957.7858880778589,1156.2287104622872,1156.2287104622872,1156.2287104622872,1405.6204379562043,1435.7907542579076,96,102,102,102,106,113,48,53,53,53,56,62,54,56,56,56,57,58,8,8,8,8,8,10,16,19,19,19,20,24,0,0,0,0,0,1,83.50087294275393,88.97994836854467,88.97994836854467,88.97994836854467,90.19649338071012,92.14296540017484,0.0,0.0,0.0,0.0,0.0,13.13868613138686,46,51,51,51,54,59,55,58,58,58,60,67,1,1,1,1,1,2,14,15,15,15,17,17,761.5328467153284,815.0608272506082,815.0608272506082,815.0608272506082,1063.2360097323601,1719.6836982968368,12.408759124087592,12.408759124087592,12.408759124087592,12.408759124087592,12.408759124087592,13.38199513381995,15.32846715328467,15.32846715328467,15.32846715328467,15.32846715328467,15.32846715328467,15.32846715328467,0.0,0.0,0.0,0.0,0.0,0.7299270072992701,930.0486618004866,1128.4914841849147,1128.4914841849147,1128.4914841849147,1377.8832116788321,1406.3503649635036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,6,3,3,3,3,3,3,0,0,0,0,0,1,41,46,46,46,49,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3514,1,0x114bB60E774104809DF26f4EF57be7bD8f91cCed,1,Kwale,female,Food/Water,490,373,1455.6143439610262,1458.3150738880333,1487.5121541800042,1487.5121541800042,1493.5948792408315,1494.5681152505638,1373.1386861313867,1373.1386861313867,1373.1386861313867,1373.1386861313867,1378.0048661800486,1378.0048661800486,1441.4841849148418,1456.0827250608272,1467.5425790754257,1467.5425790754257,1467.5425790754257,1479.7080291970804,109,109,109,109,111,111,51,52,53,53,53,54,80,80,80,80,80,80,27,27,28,28,28,28,31,33,36,36,37,39,1,1,1,1,1,2,82.47565782963929,85.17638775664659,114.37346804861743,114.37346804861743,115.59001306078288,116.56324907051524,0.48661800486618,0.48661800486618,0.48661800486618,0.48661800486618,0.48661800486618,0.778588807785888,34,35,35,35,35,36,49,49,49,49,50,50,8,8,9,9,9,9,33,33,33,33,34,34,931.6058394160584,931.6058394160584,931.6058394160584,931.6058394160584,934.0389294403892,934.0389294403892,283.81995133819953,283.81995133819953,295.27980535279806,295.27980535279806,295.27980535279806,307.44525547445255,283.81995133819953,298.4184914841849,298.4184914841849,298.4184914841849,298.4184914841849,298.4184914841849,79.07542579075425,79.07542579075425,79.07542579075425,79.07542579075425,79.07542579075425,79.07542579075425,672.5060827250608,672.5060827250608,672.5060827250608,672.5060827250608,672.5060827250608,672.5060827250608,121.65450121654501,121.65450121654501,121.65450121654501,121.65450121654501,121.65450121654501,121.65450121654501,0.0,0.0,0.0,0.0,0.0,0.0,14,14,15,15,15,16,23,24,24,24,24,24,3,3,3,3,3,3,8,8,8,8,8,8,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3810,0,0x8997157cB9c8CDF6A6FA27045d57683F1f4737ce,0,Kwale,male,Farming/Labour,482,399,512.4197080291971,660.1082725060827,888.3321167883211,1083.7335766423357,1648.9403892944038,2034.001216545012,481.7761557177615,627.7615571776156,855.985401459854,1050.632603406326,1613.406326034063,1996.5206812652068,512.4087591240876,658.3941605839416,884.6715328467153,1030.6569343065694,1606.8369829683697,1940.413625304136,76,77,82,83,97,104,46,47,50,52,59,72,29,29,33,33,35,35,18,18,18,18,19,20,18,19,19,20,22,26,0,0,0,0,0,1,30.643552311435524,32.346715328467155,32.346715328467155,33.10097323600973,35.53406326034063,37.48053527980535,0.0,0.0,0.0,0.0,0.0,3.3576642335766422,42,43,45,47,50,58,48,49,53,54,62,67,4,4,5,5,5,6,19,19,20,20,20,20,387.3965936739659,533.3819951338199,712.9440389294404,907.5912408759124,1379.610705596107,1609.294403892944,19.70802919708029,19.70802919708029,68.3698296836983,68.3698296836983,168.1265206812652,168.24817518248176,40.14598540145985,40.14598540145985,40.14598540145985,88.80778588807786,248.9294403892944,485.66909975669097,0.0,0.0,0.0,0.0,0.0,0.0,439.1727493917275,585.1581508515815,762.7737226277372,762.7737226277372,1079.0754257907543,1080.7785888077858,13.38199513381995,13.38199513381995,13.38199513381995,110.70559610705595,110.70559610705595,205.7177615571776,0.0,0.0,0.0,0.0,0.0,0.0,8,8,9,9,10,11,13,13,13,14,18,23,0,0,0,0,0,0,21,22,24,24,26,28,4,4,4,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,1,0x8D1b7877916a5621419dFF9b6ac5D6a0EbBa4E86,1,Kwale,female,Farming/Labour,482,413,1150.2921525244697,1346.76417198919,1546.5695247872434,1741.5816902373651,1938.661982208168,2193.0415442519634,1101.0199513381995,1295.6671532846715,1465.9834549878344,1660.6306569343064,1855.2778588807785,2107.7109489051095,1150.0,1344.647201946472,1522.2627737226276,1522.2627737226276,1887.2262773722628,1890.0243309002433,204,206,207,208,211,218,61,63,65,65,68,73,67,67,67,67,67,68,14,14,14,14,14,16,22,24,30,31,33,37,0,0,1,1,1,2,49.272201186270344,51.09701870451852,80.58606979940903,80.95103330305867,83.38412332738956,85.33059534685428,0.0,0.0,0.097323600973236,0.097323600973236,0.097323600973236,6.155717761557177,57,58,60,60,62,65,102,103,104,105,107,111,3,4,4,4,5,6,47,48,48,48,49,51,693.8554744525547,839.8408759124087,1010.1571776155718,1204.8043795620438,1350.7897810218979,1602.7362530413623,3.16301703163017,51.824817518248175,51.824817518248175,51.824817518248175,100.48661800486617,100.60827250608273,487.46958637469584,487.46958637469584,487.46958637469584,487.46958637469584,487.46958637469584,487.7128953771289,0.0,0.0,0.0,0.0,0.0,0.0,642.3357664233577,788.3211678832116,965.9367396593674,965.9367396593674,1282.2384428223843,1284.6715328467153,16.78832116788321,16.78832116788321,16.78832116788321,16.78832116788321,16.78832116788321,16.78832116788321,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3,4,5,24,24,24,24,24,26,0,0,0,0,0,0,28,29,31,31,33,35,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4100,0,0x8770Fe60903B26D2f04Ea4Ed50Cc20B44E7E6823,1,Kwale,male,Farming/Labour,470,412,18626.316250133183,22554.856639427588,24833.10481461007,25176.04885353951,26955.367588332694,28226.608464245106,14727.518248175182,18640.778588807785,20880.94890510949,21218.199513381995,22995.08515815085,24264.866180048662,18217.566909975667,22207.73722627737,24434.549878345497,24828.80778588808,25262.725060827248,25644.014598540147,1940,1997,2022,2030,2051,2083,1635,1677,1695,1706,1716,1766,1397,1411,1412,1414,1417,1424,1161,1166,1169,1170,1170,1178,465,470,475,476,478,481,4,5,6,6,6,7,3898.798001957999,3914.078050619799,3952.1559095005778,3957.849340157512,3960.2824301818428,3961.7422841964412,115.57177615571776,116.35036496350365,118.34549878345499,118.34549878345499,118.34549878345499,167.34793187347933,516,541,552,557,566,596,560,597,611,617,629,646,614,629,635,641,641,659,760,777,786,788,795,807,7971.824817518248,11004.914841849148,11974.62287104623,12297.007299270073,13284.428223844281,13406.082725060827,2192.895377128954,2384.7688564476884,2428.5644768856446,2559.9513381995134,2559.9513381995134,2577.2262773722628,1857.9805352798053,3160.413625304136,4209.6107055961065,4260.7055961070555,4260.7055961070555,4396.47201946472,1644.7688564476884,1654.501216545012,1742.0924574209246,1742.0924574209246,1793.1873479318733,1815.0851581508516,9009.635036496351,10242.72506082725,10911.824817518247,11001.84914841849,11250.024330900244,11315.74209245742,2594.111922141119,3287.5425790754257,3579.513381995134,3591.7761557177614,3689.92700729927,3767.7858880778585,0.0,0.0,0.0,0.0,0.0,0.0,118,125,126,130,130,137,476,485,492,494,494,508,10,11,14,14,17,20,201,213,216,218,219,230,465,475,477,478,483,493,0,0,0,0,0,0,18,20,20,21,21,22,263,264,266,267,268,272,1,1,1,1,1,1,0,0,0,0,0,0
4410,1,0x786E9CF873802B09016C0b66b0EFF507B83BEbF5,1,Kwale,female,Food/Water,460,405,2332.276399026764,2334.709489051095,2607.2155717761557,2607.6048661800487,2608.821411192214,2805.293430656934,2309.6593673965936,2309.6593673965936,2552.9683698296835,2552.9683698296835,2552.9683698296835,2747.9805352798053,2332.2627737226276,2332.2627737226276,2597.4695863746956,2597.4695863746956,2597.4695863746956,2598.3211678832117,108,108,109,109,109,112,49,49,50,50,50,54,57,57,57,57,57,57,8,8,8,8,8,8,20,21,24,25,26,29,0,0,0,0,0,1,22.617031630170313,25.050121654501215,54.24720194647202,54.63649635036496,55.85304136253041,57.31289537712895,0.0,0.0,0.0,0.0,0.0,4.13625304136253,46,46,47,47,47,50,81,81,82,82,82,84,2,2,2,2,2,3,15,15,15,15,15,16,2172.919708029197,2172.919708029197,2416.228710462287,2416.228710462287,2416.228710462287,2610.9975669099754,8.75912408759124,8.75912408759124,8.75912408759124,8.75912408759124,8.75912408759124,8.880778588807786,219.09975669099757,219.09975669099757,219.09975669099757,219.09975669099757,219.09975669099757,219.09975669099757,51.58150851581508,51.58150851581508,51.58150851581508,51.58150851581508,51.58150851581508,51.824817518248175,2045.523114355231,2045.523114355231,2310.729927007299,2310.729927007299,2310.729927007299,2311.216545012165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,4,40,40,41,41,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4600,0,0x212968882E2366162e4FD179ed26F402E1740E6b,1,Nairobi,male,Transport,449,288,12356.815571776155,12534.309489051095,12704.090510948905,12767.350851581508,12780.22189781022,12780.22189781022,12221.873479318734,12397.396593673966,12534.86618004866,12598.126520681264,12609.78102189781,12609.78102189781,12103.114355231142,12531.435523114355,12531.435523114355,12531.435523114355,12531.435523114355,12531.435523114355,465,482,490,496,500,500,381,394,394,394,394,394,174,177,177,179,180,180,98,103,103,103,103,103,22,24,28,28,29,29,2,3,4,4,4,5,134.94209245742093,136.91289537712893,169.2243309002433,169.2243309002433,170.44087591240876,170.44087591240876,0.97323600973236,2.8710462287104623,5.985401459854014,5.985401459854014,5.985401459854014,10.851581508515814,74,74,74,74,74,74,68,68,69,69,70,70,258,270,270,270,270,270,342,358,365,367,370,370,1713.406326034063,1713.406326034063,1714.6228710462287,1714.6228710462287,1718.272506082725,1718.272506082725,4072.7980535279803,4162.773722627737,4162.773722627737,4162.773722627737,4162.773722627737,4162.773722627737,970.9732360097323,1041.5328467153283,1041.5328467153283,1041.5328467153283,1041.5328467153283,1041.5328467153283,486.61800486618006,486.61800486618006,486.61800486618006,486.61800486618006,486.61800486618006,486.61800486618006,1192.214111922141,1220.316301703163,1220.316301703163,1220.316301703163,1220.316301703163,1220.316301703163,1267.8832116788321,1267.8832116788321,1267.8832116788321,1267.8832116788321,1267.8832116788321,1267.8832116788321,62.043795620437955,62.043795620437955,62.043795620437955,62.043795620437955,62.043795620437955,62.043795620437955,145,149,149,149,149,149,38,41,41,41,41,41,1,1,1,1,1,1,5,6,6,6,6,6,52,52,52,52,52,52,3,3,3,3,3,3,101,105,105,105,105,105,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
4601,0,0xFeCbc325Ea7bd25d7Fb25F2664152c801e3160b1,0,Nairobi,male,Food/Water,449,310,8414.966180048661,8909.903892944038,9248.29805352798,9248.29805352798,9249.514598540145,9345.378345498782,8175.863746958637,8647.323600973235,8965.717761557178,8965.717761557178,8965.717761557178,9060.608272506082,8414.306569343065,8908.637469586374,9088.491484184915,9088.491484184915,9088.491484184915,9088.491484184915,228,235,241,241,241,245,207,230,237,237,237,237,108,109,109,109,109,109,78,78,82,82,82,82,28,34,37,37,38,40,0,1,2,2,2,3,239.10243309002433,262.5802919708029,282.5802919708029,282.5802919708029,283.79683698296833,284.7700729927007,0.0,0.6326034063260341,7.299270072992701,7.299270072992701,7.299270072992701,12.287104622871047,87,88,92,92,92,92,64,65,66,66,66,68,120,142,145,145,145,145,156,162,167,167,167,169,1067.153284671533,1074.4525547445255,1087.104622871046,1087.104622871046,1087.104622871046,1111.4355231143552,3432.043795620438,3519.63503649635,3609.4403892944038,3609.4403892944038,3609.4403892944038,3609.4403892944038,462.287104622871,567.6399026763991,567.6399026763991,567.6399026763991,567.6399026763991,567.6399026763991,547.4452554744526,584.5498783454988,641.4598540145985,641.4598540145985,641.4598540145985,641.4598540145985,1455.3771289537713,1455.3771289537713,1455.3771289537713,1455.3771289537713,1455.3771289537713,1455.3771289537713,1855.4987834549877,2038.759124087591,2071.897810218978,2071.897810218978,2071.897810218978,2071.897810218978,31.6301703163017,31.6301703163017,31.6301703163017,31.6301703163017,31.6301703163017,31.6301703163017,85,89,93,93,93,93,23,29,29,29,29,29,9,10,11,11,11,11,19,19,19,19,19,19,48,56,58,58,58,58,2,2,2,2,2,2,13,17,17,17,17,17,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0
4617,0,0xB7A6C8C2517917119F5B171f7d6CA12FEb115556,0,Nairobi,male,Farming/Labour,448,351,2275.016966553711,2277.4500565780418,2277.4500565780418,2277.4500565780418,2278.6666015902074,2278.6666015902074,2235.483454987834,2235.483454987834,2235.483454987834,2235.483454987834,2235.483454987834,2235.483454987834,2264.9391727493917,2264.9391727493917,2264.9391727493917,2264.9391727493917,2264.9391727493917,2264.9391727493917,117,117,117,117,117,117,58,58,58,58,58,58,68,68,68,68,68,68,26,26,26,26,26,26,17,18,18,18,19,19,1,1,1,1,1,2,39.533511565876566,41.96660159020747,41.96660159020747,41.96660159020747,43.183146602372915,43.183146602372915,9.732360097323602,9.732360097323602,9.732360097323602,9.732360097323602,9.732360097323602,9.805352798053528,19,19,19,19,19,19,22,22,22,22,22,22,38,38,38,38,38,38,87,87,87,87,87,87,291.9464720194647,291.9464720194647,291.9464720194647,291.9464720194647,291.9464720194647,291.9464720194647,1169.8053527980535,1169.8053527980535,1169.8053527980535,1169.8053527980535,1169.8053527980535,1169.8053527980535,14.598540145985401,14.598540145985401,14.598540145985401,14.598540145985401,14.598540145985401,14.598540145985401,0.0,0.0,0.0,0.0,0.0,0.0,407.29927007299267,407.29927007299267,407.29927007299267,407.29927007299267,407.29927007299267,407.29927007299267,330.9002433090024,330.9002433090024,330.9002433090024,330.9002433090024,330.9002433090024,330.9002433090024,272.5060827250608,272.5060827250608,272.5060827250608,272.5060827250608,272.5060827250608,272.5060827250608,27,27,27,27,27,27,2,2,2,2,2,2,0,0,0,0,0,0,14,14,14,14,14,14,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4619,0,0x5166B262b5517df1069382DC71BeF210906cF378,0,Nairobi,male,Food/Water,448,329,1904.675586340191,1907.108676364522,1907.108676364522,1907.108676364522,1908.3252213766873,1908.3252213766873,1819.6350364963503,1819.6350364963503,1819.6350364963503,1819.6350364963503,1819.6350364963503,1819.6350364963503,1799.1970802919707,1799.1970802919707,1799.1970802919707,1799.1970802919707,1799.1970802919707,1799.1970802919707,77,77,77,77,77,77,68,68,68,68,68,68,30,30,30,30,30,30,31,31,31,31,31,31,8,10,10,10,11,11,2,4,4,4,4,5,85.04054984384075,87.47363986817165,87.47363986817165,87.47363986817165,88.6901848803371,88.6901848803371,6.32603406326034,7.299270072992701,7.299270072992701,7.299270072992701,7.299270072992701,9.343065693430656,34,34,34,34,34,34,45,45,45,45,45,45,34,34,34,34,34,34,32,32,32,32,32,32,1098.7104622871045,1098.7104622871045,1098.7104622871045,1098.7104622871045,1098.7104622871045,1098.7104622871045,596.8369829683699,596.8369829683699,596.8369829683699,596.8369829683699,596.8369829683699,596.8369829683699,243.5523114355231,243.5523114355231,243.5523114355231,243.5523114355231,243.5523114355231,243.5523114355231,31.6301703163017,31.6301703163017,31.6301703163017,31.6301703163017,31.6301703163017,31.6301703163017,48.661800486618006,48.661800486618006,48.661800486618006,48.661800486618006,48.661800486618006,48.661800486618006,607.0559610705595,607.0559610705595,607.0559610705595,607.0559610705595,607.0559610705595,607.0559610705595,74.37956204379562,74.37956204379562,74.37956204379562,74.37956204379562,74.37956204379562,74.37956204379562,23,23,23,23,23,23,11,11,11,11,11,11,2,2,2,2,2,2,2,2,2,2,2,2,21,21,21,21,21,21,4,4,4,4,4,4,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
